"tourn_id","team","qgp","qw","qd","ql","qp","qpp","qop","qopp","qgf","qga","qgd","fgp","fw","fd","fl","fp","fpp","fop","fopp","fgf","fga","fgd","hd","cd"
"wc_1974","Uruguay",4,2,1,1,7,0.583333333333333,5,0.625,6,2,4,3,0,1,2,1,0.111111111111111,1,0.166666666666667,1,6,-5,0,0
"wc_1978","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,1,16,0.761904761904762,11,0.785714285714286,15,4,11,1,1
"wc_1978","Austria",6,4,2,0,14,0.777777777777778,10,0.833333333333333,14,2,12,6,3,0,3,9,0.5,6,0.5,7,10,-3,0,0
"wc_1978","Brazil",6,4,2,0,14,0.777777777777778,10,0.833333333333333,17,1,16,7,4,3,0,15,0.714285714285714,11,0.785714285714286,10,3,7,0,0
"wc_1978","France",4,2,1,1,7,0.583333333333333,5,0.625,7,4,3,3,1,0,2,3,0.333333333333333,2,0.333333333333333,5,5,0,0,0
"wc_1978","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,1,7,0.388888888888889,6,0.5,10,5,5,0,0
"wc_1978","Hungary",6,4,1,1,13,0.722222222222222,9,0.75,15,6,9,3,0,0,3,0,0,0,0,3,8,-5,0,0
"wc_1978","Iran",11,9,2,0,29,0.878787878787879,20,0.909090909090909,18,3,15,3,0,1,2,1,0.111111111111111,1,0.166666666666667,2,8,-6,0,0
"wc_1978","Italy",6,5,0,1,15,0.833333333333333,10,0.833333333333333,18,4,14,7,4,1,2,13,0.619047619047619,9,0.642857142857143,9,6,3,0,0
"wc_1978","Mexico",9,6,2,1,20,0.740740740740741,14,0.777777777777778,23,6,17,3,0,0,3,0,0,0,0,2,12,-10,0,0
"wc_1978","Netherlands",6,5,1,0,16,0.888888888888889,11,0.916666666666667,11,3,8,7,3,2,2,11,0.523809523809524,8,0.571428571428571,15,10,5,0,0
"wc_1978","Peru",6,3,2,1,11,0.611111111111111,8,0.666666666666667,13,3,10,6,2,1,3,7,0.388888888888889,5,0.416666666666667,7,12,-5,0,0
"wc_1978","Poland",6,5,1,0,16,0.888888888888889,11,0.916666666666667,17,4,13,6,3,1,2,10,0.555555555555556,7,0.583333333333333,6,6,0,0,0
"wc_1978","Scotland",4,3,0,1,9,0.75,6,0.75,6,3,3,3,1,1,1,4,0.444444444444444,3,0.5,5,6,-1,0,0
"wc_1978","Spain",4,3,0,1,9,0.75,6,0.75,4,1,3,3,1,1,1,4,0.444444444444444,3,0.5,2,2,0,0,0
"wc_1978","Sweden",4,3,0,1,9,0.75,6,0.75,7,4,3,3,0,1,2,1,0.111111111111111,1,0.166666666666667,1,3,-2,0,0
"wc_1978","Tunisia",10,4,4,2,16,0.533333333333333,12,0.6,15,9,6,3,1,1,1,4,0.444444444444444,3,0.5,3,2,1,0,0
"wc_1982","Algeria",8,5,2,1,17,0.708333333333333,12,0.75,16,6,10,3,2,0,1,6,0.666666666666667,4,0.666666666666667,5,5,0,0,0
"wc_1982","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,3,6,0.4,4,0.4,8,7,1,0,0
"wc_1982","Austria",8,5,1,2,16,0.666666666666667,11,0.6875,16,6,10,5,2,1,2,7,0.466666666666667,5,0.5,5,4,1,0,0
"wc_1982","Belgium",8,5,1,2,16,0.666666666666667,11,0.6875,12,9,3,5,2,1,2,7,0.466666666666667,5,0.5,3,5,-2,0,0
"wc_1982","Brazil",4,4,0,0,12,1,8,1,11,2,9,5,4,0,1,12,0.8,8,0.8,15,6,9,0,0
"wc_1982","Cameroon",8,5,1,2,16,0.666666666666667,11,0.6875,16,5,11,3,0,3,0,3,0.333333333333333,3,0.5,1,1,0,0,0
"wc_1982","Chile",4,3,1,0,10,0.833333333333333,7,0.875,6,0,6,3,0,0,3,0,0,0,0,3,8,-5,0,0
"wc_1982","Czech Republic/CSFR",8,4,2,2,14,0.583333333333333,10,0.625,15,6,9,3,0,2,1,2,0.222222222222222,2,0.333333333333333,2,4,-2,0,0
"wc_1982","El Salvador",8,3,3,2,12,0.5,9,0.5625,5,4,1,3,0,0,3,0,0,0,0,1,13,-12,0,0
"wc_1982","England",8,4,1,3,13,0.541666666666667,9,0.5625,13,8,5,5,3,2,0,11,0.733333333333333,8,0.8,6,1,5,0,0
"wc_1982","France",8,5,0,3,15,0.625,10,0.625,20,8,12,7,3,2,2,11,0.523809523809524,8,0.571428571428571,16,12,4,0,0
"wc_1982","Germany",8,8,0,0,24,1,16,1,33,3,30,7,3,2,2,11,0.523809523809524,8,0.571428571428571,12,10,2,0,0
"wc_1982","Honduras",13,8,4,1,28,0.717948717948718,20,0.769230769230769,23,6,17,3,0,2,1,2,0.222222222222222,2,0.333333333333333,2,3,-1,0,0
"wc_1982","Hungary",8,4,2,2,14,0.583333333333333,10,0.625,13,8,5,3,1,1,1,4,0.444444444444444,3,0.5,12,6,6,0,0
"wc_1982","Italy",8,5,2,1,17,0.708333333333333,12,0.75,12,5,7,7,4,3,0,15,0.714285714285714,11,0.785714285714286,12,6,6,0,1
"wc_1982","Kuwait",9,7,1,1,22,0.814814814814815,15,0.833333333333333,20,6,14,3,0,1,2,1,0.111111111111111,1,0.166666666666667,2,6,-4,0,0
"wc_1982","New Zealand",15,9,5,1,32,0.711111111111111,23,0.766666666666667,44,10,34,3,0,0,3,0,0,0,0,2,12,-10,0,0
"wc_1982","Northern Ireland",8,3,3,2,12,0.5,9,0.5625,6,3,3,5,1,3,1,6,0.4,5,0.5,5,7,-2,0,0
"wc_1982","Peru",4,2,2,0,8,0.666666666666667,6,0.75,5,2,3,3,0,2,1,2,0.222222222222222,2,0.333333333333333,2,6,-4,0,0
"wc_1982","Poland",4,4,0,0,12,1,8,1,12,2,10,7,3,3,1,12,0.571428571428571,9,0.642857142857143,11,5,6,0,0
"wc_1982","Russia/USSR",8,6,2,0,20,0.833333333333333,14,0.875,20,2,18,5,2,2,1,8,0.533333333333333,6,0.6,7,4,3,0,0
"wc_1982","Scotland",8,4,3,1,15,0.625,11,0.6875,9,4,5,3,1,1,1,4,0.444444444444444,3,0.5,8,8,0,0,0
"wc_1982","Serbia/Yugoslavia",8,6,1,1,19,0.791666666666667,13,0.8125,22,7,15,3,1,1,1,4,0.444444444444444,3,0.5,2,2,0,0,0
"wc_1982","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,5,0.333333333333333,4,0.4,4,5,-1,1,0
"wc_1986","Algeria",6,5,1,0,16,0.888888888888889,11,0.916666666666667,13,3,10,3,0,1,2,1,0.111111111111111,1,0.166666666666667,1,5,-4,0,0
"wc_1986","Argentina",6,4,1,1,13,0.722222222222222,9,0.75,12,6,6,7,6,1,0,19,0.904761904761905,13,0.928571428571429,14,5,9,0,1
"wc_1986","Belgium",8,4,2,2,14,0.583333333333333,10,0.625,9,5,4,7,2,2,3,8,0.380952380952381,6,0.428571428571429,12,15,-3,0,0
"wc_1986","Brazil",4,2,2,0,8,0.666666666666667,6,0.75,6,2,4,5,4,1,0,13,0.866666666666667,9,0.9,10,1,9,0,0
"wc_1986","Bulgaria",8,5,1,2,16,0.666666666666667,11,0.6875,13,5,8,4,0,2,2,2,0.166666666666667,2,0.25,2,6,-4,0,0
"wc_1986","Canada",8,5,3,0,18,0.75,13,0.8125,11,4,7,3,0,0,3,0,0,0,0,0,5,-5,0,0
"wc_1986","Denmark",8,5,1,2,16,0.666666666666667,11,0.6875,17,6,11,4,3,0,1,9,0.75,6,0.75,10,6,4,0,0
"wc_1986","England",8,4,4,0,16,0.666666666666667,12,0.75,21,2,19,5,2,1,2,7,0.466666666666667,5,0.5,7,3,4,0,0
"wc_1986","France",8,5,1,2,16,0.666666666666667,11,0.6875,15,4,11,7,4,2,1,14,0.666666666666667,10,0.714285714285714,12,6,6,0,0
"wc_1986","Germany",8,5,2,1,17,0.708333333333333,12,0.75,22,9,13,7,3,2,2,11,0.523809523809524,8,0.571428571428571,8,7,1,0,0
"wc_1986","Hungary",6,5,0,1,15,0.833333333333333,10,0.833333333333333,12,4,8,3,1,0,2,3,0.333333333333333,2,0.333333333333333,2,9,-7,0,0
"wc_1986","Iraq",10,7,1,2,22,0.733333333333333,15,0.75,26,11,15,3,0,0,3,0,0,0,0,1,4,-3,0,0
"wc_1986","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,5,0.416666666666667,4,0.5,5,6,-1,0,0
"wc_1986","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,0,11,0.733333333333333,8,0.8,6,2,4,1,0
"wc_1986","Morocco",8,5,2,1,17,0.708333333333333,12,0.75,12,1,11,4,1,2,1,5,0.416666666666667,4,0.5,3,2,1,0,0
"wc_1986","Northern Ireland",8,4,2,2,14,0.583333333333333,10,0.625,8,5,3,3,0,1,2,1,0.111111111111111,1,0.166666666666667,2,6,-4,0,0
"wc_1986","Paraguay",8,3,3,2,12,0.5,9,0.5625,14,8,6,4,1,2,1,5,0.416666666666667,4,0.5,4,6,-2,0,0
"wc_1986","Poland",6,3,2,1,11,0.611111111111111,8,0.666666666666667,10,6,4,4,1,1,2,4,0.333333333333333,3,0.375,1,7,-6,0,0
"wc_1986","Portugal",8,5,0,3,15,0.625,10,0.625,12,10,2,3,1,0,2,3,0.333333333333333,2,0.333333333333333,2,4,-2,0,0
"wc_1986","Russia/USSR",8,4,2,2,14,0.583333333333333,10,0.625,13,8,5,4,2,1,1,7,0.583333333333333,5,0.625,12,5,7,0,0
"wc_1986","Scotland",8,4,2,2,14,0.583333333333333,10,0.625,10,4,6,3,0,1,2,1,0.111111111111111,1,0.166666666666667,1,3,-2,0,0
"wc_1986","South Korea",8,7,0,1,21,0.875,14,0.875,17,3,14,3,0,1,2,1,0.111111111111111,1,0.166666666666667,4,7,-3,0,0
"wc_1986","Spain",6,4,0,2,12,0.666666666666667,8,0.666666666666667,9,8,1,5,3,1,1,10,0.666666666666667,7,0.7,11,4,7,0,0
"wc_1986","Uruguay",4,3,0,1,9,0.75,6,0.75,6,4,2,4,0,2,2,2,0.166666666666667,2,0.25,2,8,-6,0,0
"wc_1990","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,2,9,0.428571428571429,7,0.5,5,4,1,0,0
"wc_1990","Austria",8,3,3,2,12,0.5,9,0.5625,9,9,0,3,1,0,2,3,0.333333333333333,2,0.333333333333333,2,3,-1,0,0
"wc_1990","Belgium",8,4,4,0,16,0.666666666666667,12,0.75,15,5,10,4,2,0,2,6,0.5,4,0.5,6,4,2,0,0
"wc_1990","Brazil",3,2,1,0,7,0.777777777777778,5,0.833333333333333,11,1,10,4,3,0,1,9,0.75,6,0.75,4,2,2,0,0
"wc_1990","Cameroon",8,6,1,1,19,0.791666666666667,13,0.8125,12,6,6,5,3,0,2,9,0.6,6,0.6,7,9,-2,0,0
"wc_1990","Colombia",6,3,2,1,11,0.611111111111111,8,0.666666666666667,6,3,3,4,1,1,2,4,0.333333333333333,3,0.375,4,4,0,0,0
"wc_1990","Costa Rica",9,5,2,2,17,0.62962962962963,12,0.666666666666667,9,5,4,4,2,0,2,6,0.5,4,0.5,4,6,-2,0,0
"wc_1990","Czech Republic/CSFR",8,5,2,1,17,0.708333333333333,12,0.75,13,3,10,5,3,0,2,9,0.6,6,0.6,10,5,5,0,0
"wc_1990","Egypt",8,4,3,1,15,0.625,11,0.6875,7,2,5,3,0,2,1,2,0.222222222222222,2,0.333333333333333,1,2,-1,0,0
"wc_1990","England",6,3,3,0,12,0.666666666666667,9,0.75,10,0,10,7,3,3,1,12,0.571428571428571,9,0.642857142857143,8,6,2,0,0
"wc_1990","Germany",6,3,3,0,12,0.666666666666667,9,0.75,13,3,10,7,5,2,0,17,0.80952380952381,12,0.857142857142857,15,5,10,0,1
"wc_1990","Ireland",8,5,2,1,17,0.708333333333333,12,0.75,10,2,8,5,0,4,1,4,0.266666666666667,4,0.4,2,3,-1,0,0
"wc_1990","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,0,19,0.904761904761905,13,0.928571428571429,10,2,8,1,0
"wc_1990","Netherlands",6,4,2,0,14,0.777777777777778,10,0.833333333333333,8,2,6,4,0,3,1,3,0.25,3,0.375,3,4,-1,0,0
"wc_1990","Romania",6,4,1,1,13,0.722222222222222,9,0.75,10,5,5,4,1,2,1,5,0.416666666666667,4,0.5,4,3,1,0,0
"wc_1990","Russia/USSR",8,4,3,1,15,0.625,11,0.6875,11,4,7,3,1,0,2,3,0.333333333333333,2,0.333333333333333,4,4,0,0,0
"wc_1990","Scotland",8,4,2,2,14,0.583333333333333,10,0.625,12,12,0,3,1,0,2,3,0.333333333333333,2,0.333333333333333,2,3,-1,0,0
"wc_1990","Serbia/Yugoslavia",8,6,2,0,20,0.833333333333333,14,0.875,16,6,10,5,3,1,1,10,0.666666666666667,7,0.7,8,6,2,0,0
"wc_1990","South Korea",11,9,2,0,29,0.878787878787879,20,0.909090909090909,30,1,29,3,0,0,3,0,0,0,0,1,6,-5,0,0
"wc_1990","Spain",8,6,1,1,19,0.791666666666667,13,0.8125,20,3,17,4,2,1,1,7,0.583333333333333,5,0.625,6,4,2,0,0
"wc_1990","Sweden",6,4,2,0,14,0.777777777777778,10,0.833333333333333,9,3,6,3,0,0,3,0,0,0,0,3,6,-3,0,0
"wc_1990","United Arab Emirates",9,4,4,1,16,0.592592592592593,12,0.666666666666667,16,7,9,3,0,0,3,0,0,0,0,2,11,-9,0,0
"wc_1990","Uruguay",4,3,0,1,9,0.75,6,0.75,7,2,5,4,1,1,2,4,0.333333333333333,3,0.375,2,5,-3,0,0
"wc_1990","USA",10,5,4,1,19,0.633333333333333,14,0.7,11,4,7,3,0,0,3,0,0,0,0,2,8,-6,0,0
"wc_1994","Argentina",8,4,2,2,14,0.583333333333333,10,0.625,9,10,-1,4,2,0,2,6,0.5,4,0.5,8,6,2,0,0
"wc_1994","Belgium",10,7,1,2,22,0.733333333333333,15,0.75,16,5,11,4,2,0,2,6,0.5,4,0.5,4,4,0,0,0
"wc_1994","Bolivia",8,5,1,2,16,0.666666666666667,11,0.6875,22,11,11,3,0,1,2,1,0.111111111111111,1,0.166666666666667,1,4,-3,0,0
"wc_1994","Brazil",8,5,2,1,17,0.708333333333333,12,0.75,20,4,16,7,5,2,0,17,0.80952380952381,12,0.857142857142857,11,3,8,0,1
"wc_1994","Bulgaria",10,6,2,2,20,0.666666666666667,14,0.7,19,10,9,7,3,1,3,10,0.476190476190476,7,0.5,10,11,-1,0,0
"wc_1994","Cameroon",9,5,3,1,18,0.666666666666667,13,0.722222222222222,14,4,10,3,0,1,2,1,0.111111111111111,1,0.166666666666667,3,11,-8,0,0
"wc_1994","Colombia",6,4,2,0,14,0.777777777777778,10,0.833333333333333,13,2,11,3,1,0,2,3,0.333333333333333,2,0.333333333333333,4,5,-1,0,0
"wc_1994","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,1,10,0.666666666666667,7,0.7,9,7,2,0,0
"wc_1994","Greece",8,6,2,0,20,0.833333333333333,14,0.875,10,2,8,3,0,0,3,0,0,0,0,0,10,-10,0,0
"wc_1994","Ireland",12,7,4,1,25,0.694444444444444,18,0.75,19,6,13,4,1,1,2,4,0.333333333333333,3,0.375,2,4,-2,0,0
"wc_1994","Italy",10,7,2,1,23,0.766666666666667,16,0.8,22,7,15,7,4,2,1,14,0.666666666666667,10,0.714285714285714,8,5,3,0,0
"wc_1994","Mexico",12,9,1,2,28,0.777777777777778,19,0.791666666666667,39,8,31,4,1,2,1,5,0.416666666666667,4,0.5,4,4,0,0,0
"wc_1994","Morocco",10,7,2,1,23,0.766666666666667,16,0.8,19,4,15,3,0,0,3,0,0,0,0,2,5,-3,0,0
"wc_1994","Netherlands",10,6,3,1,21,0.7,15,0.75,29,9,20,5,3,0,2,9,0.6,6,0.6,8,6,2,0,0
"wc_1994","Nigeria",8,5,2,1,17,0.708333333333333,12,0.75,17,5,12,4,2,0,2,6,0.5,4,0.5,7,4,3,0,0
"wc_1994","Norway",10,7,2,1,23,0.766666666666667,16,0.8,25,5,20,3,1,1,1,4,0.444444444444444,3,0.5,1,1,0,0,0
"wc_1994","Romania",10,7,1,2,22,0.733333333333333,15,0.75,29,12,17,5,3,1,1,10,0.666666666666667,7,0.7,10,9,1,0,0
"wc_1994","Russia/USSR",8,5,2,1,17,0.708333333333333,12,0.75,15,4,11,3,1,0,2,3,0.333333333333333,2,0.333333333333333,7,6,1,0,0
"wc_1994","Saudi Arabia",11,6,5,0,23,0.696969696969697,17,0.772727272727273,28,7,21,4,2,0,2,6,0.5,4,0.5,5,6,-1,0,0
"wc_1994","South Korea",13,9,3,1,30,0.769230769230769,21,0.807692307692308,32,5,27,3,0,2,1,2,0.222222222222222,2,0.333333333333333,4,5,-1,0,0
"wc_1994","Spain",12,8,3,1,27,0.75,19,0.791666666666667,27,4,23,5,2,2,1,8,0.533333333333333,6,0.6,10,6,4,0,0
"wc_1994","Sweden",10,6,3,1,21,0.7,15,0.75,19,8,11,7,3,3,1,12,0.571428571428571,9,0.642857142857143,15,8,7,0,0
"wc_1994","Switzerland",10,6,3,1,21,0.7,15,0.75,23,6,17,4,1,1,2,4,0.333333333333333,3,0.375,5,7,-2,0,0
"wc_1994","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,4,0.333333333333333,3,0.375,3,4,-1,1,0
"wc_1998","Argentina",16,8,6,2,30,0.625,22,0.6875,23,13,10,5,3,1,1,10,0.666666666666667,7,0.7,10,4,6,0,0
"wc_1998","Austria",10,8,1,1,25,0.833333333333333,17,0.85,17,4,13,3,0,2,1,2,0.222222222222222,2,0.333333333333333,3,4,-1,0,0
"wc_1998","Belgium",10,7,1,2,22,0.733333333333333,15,0.75,23,13,10,3,0,3,0,3,0.333333333333333,3,0.5,3,3,0,0,0
"wc_1998","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,2,13,0.619047619047619,9,0.642857142857143,14,10,4,0,0
"wc_1998","Bulgaria",8,6,0,2,18,0.75,12,0.75,18,9,9,3,0,1,2,1,0.111111111111111,1,0.166666666666667,1,7,-6,0,0
"wc_1998","Cameroon",6,4,2,0,14,0.777777777777778,10,0.833333333333333,10,4,6,3,0,2,1,2,0.222222222222222,2,0.333333333333333,2,5,-3,0,0
"wc_1998","Chile",16,7,4,5,25,0.520833333333333,18,0.5625,32,18,14,4,0,3,1,3,0.25,3,0.375,5,8,-3,0,0
"wc_1998","Colombia",16,8,4,4,28,0.583333333333333,20,0.625,23,15,8,3,1,0,2,3,0.333333333333333,2,0.333333333333333,1,3,-2,0,0
"wc_1998","Croatia",10,5,4,1,19,0.633333333333333,14,0.7,20,13,7,7,5,0,2,15,0.714285714285714,10,0.714285714285714,11,5,6,0,0
"wc_1998","Denmark",8,5,2,1,17,0.708333333333333,12,0.75,14,6,8,5,2,1,2,7,0.466666666666667,5,0.5,9,7,2,0,0
"wc_1998","England",8,6,1,1,19,0.791666666666667,13,0.8125,15,2,13,4,2,1,1,7,0.583333333333333,5,0.625,7,4,3,0,0
"wc_1998","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,0,19,0.904761904761905,13,0.928571428571429,15,2,13,1,1
"wc_1998","Germany",10,6,4,0,22,0.733333333333333,16,0.8,23,9,14,5,3,1,1,10,0.666666666666667,7,0.7,8,6,2,0,0
"wc_1998","Iran",17,8,6,3,30,0.588235294117647,22,0.647058823529412,57,17,40,3,1,0,2,3,0.333333333333333,2,0.333333333333333,2,4,-2,0,0
"wc_1998","Italy",10,6,4,0,22,0.733333333333333,16,0.8,13,2,11,5,3,2,0,11,0.733333333333333,8,0.8,8,3,5,0,0
"wc_1998","Jamaica",20,11,6,3,39,0.65,28,0.7,24,15,9,3,1,0,2,3,0.333333333333333,2,0.333333333333333,3,9,-6,0,0
"wc_1998","Japan",15,9,5,1,32,0.711111111111111,23,0.766666666666667,51,12,39,3,0,0,3,0,0,0,0,1,4,-3,0,0
"wc_1998","Mexico",16,8,6,2,30,0.625,22,0.6875,37,13,24,4,1,2,1,5,0.416666666666667,4,0.5,8,7,1,0,0
"wc_1998","Morocco",5,4,1,0,13,0.866666666666667,9,0.9,10,2,8,3,1,1,1,4,0.444444444444444,3,0.5,5,5,0,0,0
"wc_1998","Netherlands",8,6,1,1,19,0.791666666666667,13,0.8125,26,4,22,7,3,3,1,12,0.571428571428571,9,0.642857142857143,13,7,6,0,0
"wc_1998","Nigeria",6,4,1,1,13,0.722222222222222,9,0.75,10,4,6,4,2,0,2,6,0.5,4,0.5,6,9,-3,0,0
"wc_1998","Norway",8,6,2,0,20,0.833333333333333,14,0.875,21,2,19,4,1,2,1,5,0.416666666666667,4,0.5,5,5,0,0,0
"wc_1998","Paraguay",16,9,2,5,29,0.604166666666667,20,0.625,21,14,7,4,1,2,1,5,0.416666666666667,4,0.5,3,2,1,0,0
"wc_1998","Romania",10,9,1,0,28,0.933333333333333,19,0.95,37,4,33,4,2,1,1,7,0.583333333333333,5,0.625,4,3,1,0,0
"wc_1998","Saudi Arabia",14,9,3,2,30,0.714285714285714,21,0.75,26,7,19,3,0,1,2,1,0.111111111111111,1,0.166666666666667,2,7,-5,0,0
"wc_1998","Scotland",10,7,2,1,23,0.766666666666667,16,0.8,15,3,12,3,0,1,2,1,0.111111111111111,1,0.166666666666667,2,6,-4,0,0
